"Step","Nov 27 12:52 Bilstm BALD MC-Dropout INIT20% AL INC500 ACQ5 - valid_auroc(epoch)","Nov 27 12:52 Bilstm BALD MC-Dropout INIT20% AL INC500 ACQ5 - valid_auroc(epoch)__MIN","Nov 27 12:52 Bilstm BALD MC-Dropout INIT20% AL INC500 ACQ5 - valid_auroc(epoch)__MAX","Nov 27 09:50 Bilstm MARGIN Single INIT20% AL ACQ5 - valid_auroc(epoch)","Nov 27 09:50 Bilstm MARGIN Single INIT20% AL ACQ5 - valid_auroc(epoch)__MIN","Nov 27 09:50 Bilstm MARGIN Single INIT20% AL ACQ5 - valid_auroc(epoch)__MAX","Nov 26 22:10 Bilstm RANDOM Single INIT20% AL ACQ5 - valid_auroc(epoch)","Nov 26 22:10 Bilstm RANDOM Single INIT20% AL ACQ5 - valid_auroc(epoch)__MIN","Nov 26 22:10 Bilstm RANDOM Single INIT20% AL ACQ5 - valid_auroc(epoch)__MAX","Nov 26 21:13 Bilstm LC Single INIT20% AL - valid_auroc(epoch)","Nov 26 21:13 Bilstm LC Single INIT20% AL - valid_auroc(epoch)__MIN","Nov 26 21:13 Bilstm LC Single INIT20% AL - valid_auroc(epoch)__MAX"
"0","0.5541382741212468","0.5541382741212468","0.5541382741212468","0.5575669709023728","0.5575669709023728","0.5575669709023728","0.5575669709023728","0.5575669709023728","0.5575669709023728","0.5575669709023728","0.5575669709023728","0.5575669709023728"
"1","0.6061434646158511","0.6061434646158511","0.6061434646158511","0.6080948018895214","0.6080948018895214","0.6080948018895214","0.6080948018895214","0.6080948018895214","0.6080948018895214","0.6080948018895214","0.6080948018895214","0.6080948018895214"
"2","0.7331714158011473","0.7331714158011473","0.7331714158011473","0.7386831948333268","0.7386831948333268","0.7386831948333268","0.7386831948333268","0.7386831948333268","0.7386831948333268","0.7386831948333268","0.7386831948333268","0.7386831948333268"
"3","0.7903947100495383","0.7903947100495383","0.7903947100495383","0.7937368859284314","0.7937368859284314","0.7937368859284314","0.7937368859284314","0.7937368859284314","0.7937368859284314","0.7937368859284314","0.7937368859284314","0.7937368859284314"
"4","0.8227734104929265","0.8227734104929265","0.8227734104929265","0.8115213103207196","0.8115213103207196","0.8115213103207196","0.8115213103207196","0.8115213103207196","0.8115213103207196","0.8115213103207196","0.8115213103207196","0.8115213103207196"
"5","0.8411915563807851","0.8411915563807851","0.8411915563807851","0.7944443245916526","0.7944443245916526","0.7944443245916526","0.8324312801213325","0.8324312801213325","0.8324312801213325","0.8409550216722566","0.8409550216722566","0.8409550216722566"
"6","0.8524257070160095","0.8524257070160095","0.8524257070160095","0.8107388391710529","0.8107388391710529","0.8107388391710529","0.8623197826069591","0.8623197826069591","0.8623197826069591","0.8571227421381606","0.8571227421381606","0.8571227421381606"
"7","0.8557314188264192","0.8557314188264192","0.8557314188264192","0.8521540335585347","0.8521540335585347","0.8521540335585347","0.863914013264497","0.863914013264497","0.863914013264497","0.8670725064624912","0.8670725064624912","0.8670725064624912"
"8","0.8531442040822594","0.8531442040822594","0.8531442040822594","0.8509199806909202","0.8509199806909202","0.8509199806909202","0.8715318050550608","0.8715318050550608","0.8715318050550608","0.8653746785144247","0.8653746785144247","0.8653746785144247"
"9","0.8517784125723494","0.8517784125723494","0.8517784125723494","0.8464505839926647","0.8464505839926647","0.8464505839926647","0.8664382688939102","0.8664382688939102","0.8664382688939102","0.8672616182860441","0.8672616182860441","0.8672616182860441"
"10","0.8595239691639013","0.8595239691639013","0.8595239691639013","0.8362750939703466","0.8362750939703466","0.8362750939703466","0.877883213367613","0.877883213367613","0.877883213367613","0.8670804020239","0.8670804020239","0.8670804020239"
"11","0.8577793875317447","0.8577793875317447","0.8577793875317447","0.842799237301903","0.842799237301903","0.842799237301903","0.8719043223886634","0.8719043223886634","0.8719043223886634","0.8732719987459032","0.8732719987459032","0.8732719987459032"
"12","0.8590946975812258","0.8590946975812258","0.8590946975812258","0.8428089230854182","0.8428089230854182","0.8428089230854182","0.8727769720447199","0.8727769720447199","0.8727769720447199","0.8632398933682683","0.8632398933682683","0.8632398933682683"
"13","0.853321379889528","0.853321379889528","0.853321379889528","0.845554343172123","0.845554343172123","0.845554343172123","0.8644285879770433","0.8644285879770433","0.8644285879770433","0.8622003256107488","0.8622003256107488","0.8622003256107488"
"14","0.8526260780075724","0.8526260780075724","0.8526260780075724","0.8549104726476471","0.8549104726476471","0.8549104726476471","0.8741150232019629","0.8741150232019629","0.8741150232019629","0.8656516556588706","0.8656516556588706","0.8656516556588706"
"15","0.8526578554885379","0.8526578554885379","0.8526578554885379","0.8475820093879668","0.8475820093879668","0.8475820093879668","0.8742864636397761","0.8742864636397761","0.8742864636397761","0.8711572597520726","0.8711572597520726","0.8711572597520726"
"16","0.8584049944497559","0.8584049944497559","0.8584049944497559","0.8440137297630373","0.8440137297630373","0.8440137297630373","0.8778012265176365","0.8778012265176365","0.8778012265176365","0.883691275547909","0.883691275547909","0.883691275547909"
"17","0.8509429439070759","0.8509429439070759","0.8509429439070759","0.8338696862787014","0.8338696862787014","0.8338696862787014","0.8717497830643404","0.8717497830643404","0.8717497830643404","0.8685504891742618","0.8685504891742618","0.8685504891742618"
"18","0.8620464447390129","0.8620464447390129","0.8620464447390129","0.8468383229728804","0.8468383229728804","0.8468383229728804","0.8726375661939471","0.8726375661939471","0.8726375661939471","0.8554227007688179","0.8554227007688179","0.8554227007688179"
"19","0.8604687238409204","0.8604687238409204","0.8604687238409204","0.8465845363057302","0.8465845363057302","0.8465845363057302","0.8711522125857752","0.8711522125857752","0.8711522125857752","0.8665501951396203","0.8665501951396203","0.8665501951396203"
"20","0.8630176483123545","0.8630176483123545","0.8630176483123545","0.8394724827456228","0.8394724827456228","0.8394724827456228","0.8833565998742584","0.8833565998742584","0.8833565998742584","0.8867742836980487","0.8867742836980487","0.8867742836980487"
"21","0.8597655352948724","0.8597655352948724","0.8597655352948724","0.8599645916764868","0.8599645916764868","0.8599645916764868","0.8776088756676526","0.8776088756676526","0.8776088756676526","0.8827527678189147","0.8827527678189147","0.8827527678189147"
"22","0.8625530723476661","0.8625530723476661","0.8625530723476661","0.8626204779710073","0.8626204779710073","0.8626204779710073","0.87256840167475","0.87256840167475","0.87256840167475","0.8738139010333117","0.8738139010333117","0.8738139010333117"
"23","0.8587703504262677","0.8587703504262677","0.8587703504262677","0.8587673590391186","0.8587673590391186","0.8587673590391186","0.8771398624419224","0.8771398624419224","0.8771398624419224","0.8810730248875512","0.8810730248875512","0.8810730248875512"
"24","0.8617022587748114","0.8617022587748114","0.8617022587748114","0.8519668154916711","0.8519668154916711","0.8519668154916711","0.8731988152232866","0.8731988152232866","0.8731988152232866","0.8844894186292874","0.8844894186292874","0.8844894186292874"
"25","0.8597169654114998","0.8597169654114998","0.8597169654114998","0.8552545243761078","0.8552545243761078","0.8552545243761078","0.8711234379685058","0.8711234379685058","0.8711234379685058","0.8889891137269391","0.8889891137269391","0.8889891137269391"
"26","0.86313144387099","0.86313144387099","0.86313144387099","0.856361414842266","0.856361414842266","0.856361414842266","0.875807529978944","0.875807529978944","0.875807529978944","0.891612348156154","0.891612348156154","0.891612348156154"
"27","0.8626391943351317","0.8626391943351317","0.8626391943351317","0.8520589971242444","0.8520589971242444","0.8520589971242444","0.8760436398788894","0.8760436398788894","0.8760436398788894","0.8891709971146137","0.8891709971146137","0.8891709971146137"
"28","0.8597576402190121","0.8597576402190121","0.8597576402190121","0.8563089115714199","0.8563089115714199","0.8563089115714199","0.8808720169023109","0.8808720169023109","0.8808720169023109","0.8876282537134275","0.8876282537134275","0.8876282537134275"
"29","0.8621125439599348","0.8621125439599348","0.8621125439599348","0.8568483920644194","0.8568483920644194","0.8568483920644194","0.8799992493571741","0.8799992493571741","0.8799992493571741","0.8882405425180436","0.8882405425180436","0.8882405425180436"
"30","0.8642288996767497","0.8642288996767497","0.8642288996767497","0.8464958252720688","0.8464958252720688","0.8464958252720688","0.8767545050587014","0.8767545050587014","0.8767545050587014","0.897658186516494","0.897658186516494","0.897658186516494"
"31","0.8701841383279776","0.8701841383279776","0.8701841383279776","0.8472175978108929","0.8472175978108929","0.8472175978108929","0.8774798753134013","0.8774798753134013","0.8774798753134013","0.8989374523145863","0.8989374523145863","0.8989374523145863"
"32","0.863142902001295","0.863142902001295","0.863142902001295","0.857133199137706","0.857133199137706","0.857133199137706","0.8799194184090324","0.8799194184090324","0.8799194184090324","0.8978921481611565","0.8978921481611565","0.8978921481611565"
"33","0.8655491452109043","0.8655491452109043","0.8655491452109043","0.8642953880269603","0.8642953880269603","0.8642953880269603","0.8803589958846567","0.8803589958846567","0.8803589958846567","0.9018505834594932","0.9018505834594932","0.9018505834594932"
"34","0.8641148223320188","0.8641148223320188","0.8641148223320188","0.8589136034837402","0.8589136034837402","0.8589136034837402","0.8805444302068395","0.8805444302068395","0.8805444302068395","0.9003378303588092","0.9003378303588092","0.9003378303588092"
"35","0.8659359280183967","0.8659359280183967","0.8659359280183967","0.8505598391190728","0.8505598391190728","0.8505598391190728","0.8774695584359603","0.8774695584359603","0.8774695584359603","0.90096478636631","0.90096478636631","0.90096478636631"
"36","0.8673639496067214","0.8673639496067214","0.8673639496067214","0.8659625695573997","0.8659625695573997","0.8659625695573997","0.8839999820502084","0.8839999820502084","0.8839999820502084","0.9027947157916966","0.9027947157916966","0.9027947157916966"
"37","0.8687655518583347","0.8687655518583347","0.8687655518583347","0.8535694283308678","0.8535694283308678","0.8535694283308678","0.8812015499963025","0.8812015499963025","0.8812015499963025","0.9008567362667631","0.9008567362667631","0.9008567362667631"
"38","0.866794180670465","0.866794180670465","0.866794180670465","0.8603050717708882","0.8603050717708882","0.8603050717708882","0.8831340041318376","0.8831340041318376","0.8831340041318376","0.9021365069504198","0.9021365069504198","0.9021365069504198"
"39","0.8673771970130391","0.8673771970130391","0.8673771970130391","0.8619406816207579","0.8619406816207579","0.8619406816207579","0.8866553685785498","0.8866553685785498","0.8866553685785498","0.8965929447161601","0.8965929447161601","0.8965929447161601"
"40","0.8682517960573986","0.8682517960573986","0.8682517960573986","0.8569972906749738","0.8569972906749738","0.8569972906749738","0.883925972347897","0.883925972347897","0.883925972347897","0.9046300233528243","0.9046300233528243","0.9046300233528243"
"41","0.8768876106520285","0.8768876106520285","0.8768876106520285","0.8656967726529158","0.8656967726529158","0.8656967726529158","0.89080664341027","0.89080664341027","0.89080664341027","0.9029320510460229","0.9029320510460229","0.9029320510460229"
"42","0.8737876556052845","0.8737876556052845","0.8737876556052845","0.8683397737372395","0.8683397737372395","0.8683397737372395","0.8815785605966746","0.8815785605966746","0.8815785605966746","0.8997264741729722","0.8997264741729722","0.8997264741729722"
"43","0.8731299410523592","0.8731299410523592","0.8731299410523592","0.8699641030000507","0.8699641030000507","0.8699641030000507","0.8798678770334228","0.8798678770334228","0.8798678770334228","0.8983579918109097","0.8983579918109097","0.8983579918109097"
"44","0.872565410520408","0.872565410520408","0.872565410520408","0.8607831960760851","0.8607831960760851","0.8607831960760851","0.8823345796275698","0.8823345796275698","0.8823345796275698","0.8943801746718264","0.8943801746718264","0.8943801746718264"
"45","0.8718802133322456","0.8718802133322456","0.8718802133322456","0.8589465327817513","0.8589465327817513","0.8589465327817513","0.8891640641894449","0.8891640641894449","0.8891640641894449","0.896954945040097","0.896954945040097","0.896954945040097"
"46","0.8724550815808252","0.8724550815808252","0.8724550815808252","0.8725011139653964","0.8725011139653964","0.8725011139653964","0.890887718466856","0.890887718466856","0.890887718466856","0.9000895655416398","0.9000895655416398","0.9000895655416398"
"47","0.874218851127121","0.874218851127121","0.874218851127121","0.8736424041990896","0.8736424041990896","0.8736424041990896","0.8910870059820556","0.8910870059820556","0.8910870059820556","0.902398105072312","0.902398105072312","0.902398105072312"
"48","0.8734788474922159","0.8734788474922159","0.8734788474922159","0.8688308049596882","0.8688308049596882","0.8688308049596882","0.8863800443585648","0.8863800443585648","0.8863800443585648","0.8984463529079871","0.8984463529079871","0.8984463529079871"
"49","0.8699131691970629","0.8699131691970629","0.8699131691970629","0.8747475587249721","0.8747475587249721","0.8747475587249721","0.8879275469520689","0.8879275469520689","0.8879275469520689","0.8964259667553497","0.8964259667553497","0.8964259667553497"
"50","0.874239345552351","0.874239345552351","0.874239345552351","0.866118259027219","0.866118259027219","0.866118259027219","0.8916559725525227","0.8916559725525227","0.8916559725525227","0.8928931831461208","0.8928931831461208","0.8928931831461208"
"51","0.8733447644983627","0.8733447644983627","0.8733447644983627","0.8747978341004026","0.8747978341004026","0.8747978341004026","0.8940766670059066","0.8940766670059066","0.8940766670059066","0.8994020506539161","0.8994020506539161","0.8994020506539161"
"52","0.8763453864209421","0.8763453864209421","0.8763453864209421","0.8760593084397147","0.8760593084397147","0.8760593084397147","0.8933465837044285","0.8933465837044285","0.8933465837044285","0.8950065259534719","0.8950065259534719","0.8950065259534719"
"53","0.8754743791243828","0.8754743791243828","0.8754743791243828","0.8729885398412459","0.8729885398412459","0.8729885398412459","0.8889211769312012","0.8889211769312012","0.8889211769312012","0.8960568983684382","0.8960568983684382","0.8960568983684382"
"54","0.8695143982382408","0.8695143982382408","0.8695143982382408","0.8751104593443714","0.8751104593443714","0.8751104593443714","0.8873435638775921","0.8873435638775921","0.8873435638775921","0.8928803216021599","0.8928803216021599","0.8928803216021599"
"55","0.8706100453735068","0.8706100453735068","0.8706100453735068","0.8722470370283636","0.8722470370283636","0.8722470370283636","0.8860110522532733","0.8860110522532733","0.8860110522532733","0.9046674216849212","0.9046674216849212","0.9046674216849212"
"56","0.8724990325604328","0.8724990325604328","0.8724990325604328","0.8817062517282341","0.8817062517282341","0.8817062517282341","0.8892467996564952","0.8892467996564952","0.8892467996564952","0.9020678705958801","0.9020678705958801","0.9020678705958801"
"57","0.869896274700357","0.869896274700357","0.869896274700357","0.8826309791191349","0.8826309791191349","0.8826309791191349","0.8900365002371888","0.8900365002371888","0.8900365002371888","0.8983949296691333","0.8983949296691333","0.8983949296691333"
"58","0.8697850187881532","0.8697850187881532","0.8697850187881532","0.8785585039724185","0.8785585039724185","0.8785585039724185","0.8879866043790248","0.8879866043790248","0.8879866043790248","0.8896948263052319","0.8896948263052319","0.8896948263052319"
"59","0.8682603227280846","0.8682603227280846","0.8682603227280846","0.8800267285512895","0.8800267285512895","0.8800267285512895","0.8939340998518813","0.8939340998518813","0.8939340998518813","0.8935011755846665","0.8935011755846665","0.8935011755846665"
"60","0.871490773018596","0.871490773018596","0.871490773018596","0.8814413546177087","0.8814413546177087","0.8814413546177087","0.8872170490455241","0.8872170490455241","0.8872170490455241","0.8961312186663877","0.8961312186663877","0.8961312186663877"
"61","0.8716622999856599","0.8716622999856599","0.8716622999856599","0.8903471314748321","0.8903471314748321","0.8903471314748321","0.8933870012906092","0.8933870012906092","0.8933870012906092","0.8968914890745346","0.8968914890745346","0.8968914890745346"
"62","0.8705948226508284","0.8705948226508284","0.8705948226508284","0.8919819110314231","0.8919819110314231","0.8919819110314231","0.8887976907805459","0.8887976907805459","0.8887976907805459","0.8972696869495814","0.8972696869495814","0.8972696869495814"
"63","0.8721983679756827","0.8721983679756827","0.8721983679756827","0.8885515037122208","0.8885515037122208","0.8885515037122208","0.8957949469888565","0.8957949469888565","0.8957949469888565","0.8982566373758409","0.8982566373758409","0.8982566373758409"
"64","0.8707624257550499","0.8707624257550499","0.8707624257550499","0.8868609892279594","0.8868609892279594","0.8868609892279594","0.8891345559375928","0.8891345559375928","0.8891345559375928","0.8993618915047339","0.8993618915047339","0.8993618915047339"
"65","0.874888490874961","0.874888490874961","0.874888490874961","0.8842603639640473","0.8842603639640473","0.8842603639640473","0.8897313095454966","0.8897313095454966","0.8897313095454966","0.8962971036022225","0.8962971036022225","0.8962971036022225"
"66","0.874641453477247","0.874641453477247","0.874641453477247","0.8915629416444656","0.8915629416444656","0.8915629416444656","0.890540803256111","0.890540803256111","0.890540803256111","0.8974312861496814","0.8974312861496814","0.8974312861496814"
"67","0.8716426789768343","0.8716426789768343","0.8716426789768343","0.8916550112549283","0.8916550112549283","0.8916550112549283","0.8918521832938753","0.8918521832938753","0.8918521832938753","0.8977715272855803","0.8977715272855803","0.8977715272855803"
"68","0.8679764508131762","0.8679764508131762","0.8679764508131762","0.8930253821267065","0.8930253821267065","0.8930253821267065","0.8939522906172931","0.8939522906172931","0.8939522906172931","0.899585754120383","0.899585754120383","0.899585754120383"
"69","0.8706233603214213","0.8706233603214213","0.8706233603214213","0.8957678716910945","0.8957678716910945","0.8957678716910945","0.8937201745246005","0.8937201745246005","0.8937201745246005","0.896368899343433","0.896368899343433","0.896368899343433"
"70","0.8647821128869343","0.8647821128869343","0.8647821128869343","0.891148053321646","0.891148053321646","0.891148053321646","0.8868022330920265","0.8868022330920265","0.8868022330920265","0.890974208636104","0.890974208636104","0.890974208636104"
"71","0.8720945684300808","0.8720945684300808","0.8720945684300808","0.8981121143924438","0.8981121143924438","0.8981121143924438","0.8943117279694438","0.8943117279694438","0.8943117279694438","0.8950299066960351","0.8950299066960351","0.8950299066960351"
"72","0.8776917914921954","0.8776917914921954","0.8776917914921954","0.8952663080087736","0.8952663080087736","0.8952663080087736","0.8927256594745909","0.8927256594745909","0.8927256594745909","0.8985808023294347","0.8985808023294347","0.8985808023294347"
"73","0.8720351352565588","0.8720351352565588","0.8720351352565588","0.8960541792938531","0.8960541792938531","0.8960541792938531","0.8920253007232309","0.8920253007232309","0.8920253007232309","0.9015379853158443","0.9015379853158443","0.9015379853158443"
"74","0.8730312217432266","0.8730312217432266","0.8730312217432266","0.8951602530979104","0.8951602530979104","0.8951602530979104","0.8918410783490115","0.8918410783490115","0.8918410783490115","0.896174849349499","0.896174849349499","0.896174849349499"
"75","0.8754964319086499","0.8754964319086499","0.8754964319086499","0.8928664748414912","0.8928664748414912","0.8928664748414912","0.892971977788435","0.892971977788435","0.892971977788435","0.8891311268118524","0.8891311268118524","0.8891311268118524"
"76","0.8770550638615454","0.8770550638615454","0.8770550638615454","0.8940801492542735","0.8940801492542735","0.8940801492542735","0.8957198886867409","0.8957198886867409","0.8957198886867409","0.8907317993012095","0.8907317993012095","0.8907317993012095"
"77","0.8753762766141123","0.8753762766141123","0.8753762766141123","0.893113554015029","0.893113554015029","0.893113554015029","0.890510721035786","0.890510721035786","0.890510721035786","0.8936482162076858","0.8936482162076858","0.8936482162076858"
"78","0.8752299370192675","0.8752299370192675","0.8752299370192675","0.8915965435698952","0.8915965435698952","0.8915965435698952","0.8888261930319189","0.8888261930319189","0.8888261930319189","0.895449727635615","0.895449727635615","0.895449727635615"
"79","0.8761170316509336","0.8761170316509336","0.8761170316509336","0.8937215042491523","0.8937215042491523","0.8937215042491523","0.8916511212083642","0.8916511212083642","0.8916511212083642","0.8960098798273793","0.8960098798273793","0.8960098798273793"
"80","0.8733238834797797","0.8733238834797797","0.8733238834797797","0.8949453141605836","0.8949453141605836","0.8949453141605836","0.8945291594666057","0.8945291594666057","0.8945291594666057","0.8907662061063578","0.8907662061063578","0.8907662061063578"
"81","0.8752689437709531","0.8752689437709531","0.8752689437709531","0.8965946441492431","0.8965946441492431","0.8965946441492431","0.894576835276424","0.894576835276424","0.894576835276424","0.8905747451535834","0.8905747451535834","0.8905747451535834"
"82","0.8776804751518439","0.8776804751518439","0.8776804751518439","0.8951550172733901","0.8951550172733901","0.8951550172733901","0.8972846264249495","0.8972846264249495","0.8972846264249495","0.898394379886028","0.898394379886028","0.898394379886028"
"83","0.879850852629688","0.879850852629688","0.879850852629688","0.8974141152547578","0.8974141152547578","0.8974141152547578","0.892807356943038","0.892807356943038","0.892807356943038","0.8971646878505665","0.8971646878505665","0.8971646878505665"
"84","0.8737077184357934","0.8737077184357934","0.8737077184357934","0.8953843938778809","0.8953843938778809","0.8953843938778809","0.8938693749366527","0.8938693749366527","0.8938693749366527","0.895271512272001","0.895271512272001","0.895271512272001"
"85","0.8742808549672215","0.8742808549672215","0.8742808549672215","0.8984993885678524","0.8984993885678524","0.8984993885678524","0.8930624460011317","0.8930624460011317","0.8930624460011317","0.8861199615037828","0.8861199615037828","0.8861199615037828"
"86","0.8759114944108338","0.8759114944108338","0.8759114944108338","0.8980766278778368","0.8980766278778368","0.8980766278778368","0.9000914626637644","0.9000914626637644","0.9000914626637644","0.8857379241716852","0.8857379241716852","0.8857379241716852"
"87","0.8776048071437157","0.8776048071437157","0.8776048071437157","0.8968466944268713","0.8968466944268713","0.8968466944268713","0.8967922620832088","0.8967922620832088","0.8967922620832088","0.8916228147914623","0.8916228147914623","0.8916228147914623"
"88","0.8795330071525339","0.8795330071525339","0.8795330071525339","0.8998730677266408","0.8998730677266408","0.8998730677266408","0.8946939470307576","0.8946939470307576","0.8946939470307576","0.8902127220354177","0.8902127220354177","0.8902127220354177"
"89","0.8743492383878052","0.8743492383878052","0.8743492383878052","0.8972330079288181","0.8972330079288181","0.8972330079288181","0.8936881621285679","0.8936881621285679","0.8936881621285679","0.8851383066391132","0.8851383066391132","0.8851383066391132"
"90","0.8750036688602792","0.8750036688602792","0.8750036688602792","0.8966522027632692","0.8966522027632692","0.8966522027632692","0.8979006565805626","0.8979006565805626","0.8979006565805626","0.8856366904412317","0.8856366904412317","0.8856366904412317"
"91","0.8814737628844203","0.8814737628844203","0.8814737628844203","0.9015091617001688","0.9015091617001688","0.9015091617001688","0.8997736355340313","0.8997736355340313","0.8997736355340313","0.8846383876520901","0.8846383876520901","0.8846383876520901"
"92","0.8798720438999306","0.8798720438999306","0.8798720438999306","0.9036888500351546","0.9036888500351546","0.9036888500351546","0.8981265046448943","0.8981265046448943","0.8981265046448943","0.8865768258953036","0.8865768258953036","0.8865768258953036"
"93","0.8785807054133064","0.8785807054133064","0.8785807054133064","0.9049911035736514","0.9049911035736514","0.9049911035736514","0.8969134086784162","0.8969134086784162","0.8969134086784162","0.8939289226332593","0.8939289226332593","0.8939289226332593"
"94","0.8822309713190538","0.8822309713190538","0.8822309713190538","0.9022676018996134","0.9022676018996134","0.9022676018996134","0.8951871467326709","0.8951871467326709","0.8951871467326709","0.8947365056965061","0.8947365056965061","0.8947365056965061"
"95","0.8747927030232924","0.8747927030232924","0.8747927030232924","0.9032783009104476","0.9032783009104476","0.9032783009104476","0.8963664838396954","0.8963664838396954","0.8963664838396954","0.8904076350856642","0.8904076350856642","0.8904076350856642"
"96","0.8812113886657461","0.8812113886657461","0.8812113886657461","0.9027720240447653","0.9027720240447653","0.9027720240447653","0.8976454840080791","0.8976454840080791","0.8976454840080791","0.893501965872599","0.893501965872599","0.893501965872599"
"97","0.8811915637210666","0.8811915637210666","0.8811915637210666","0.9021443269450069","0.9021443269450069","0.9021443269450069","0.895741309464262","0.895741309464262","0.895741309464262","0.8931746855088057","0.8931746855088057","0.8931746855088057"
"98","0.8798793910413202","0.8798793910413202","0.8798793910413202","0.8988925552838328","0.8988925552838328","0.8988925552838328","0.8956185699520868","0.8956185699520868","0.8956185699520868","0.8920365321863","0.8920365321863","0.8920365321863"
"99","0.8807419036375146","0.8807419036375146","0.8807419036375146","0.9014971794744909","0.9014971794744909","0.9014971794744909","0.8984726098601254","0.8984726098601254","0.8984726098601254","0.8922046375275193","0.8922046375275193","0.8922046375275193"