"Step","Nov 29 15:51 Bilstm MARGIN Single INIT20% SAMPLING 1 ACQ_PERIOD 20 AL Retrain - valid_auroc(epoch)","Nov 29 15:51 Bilstm MARGIN Single INIT20% SAMPLING 1 ACQ_PERIOD 20 AL Retrain - valid_auroc(epoch)__MIN","Nov 29 15:51 Bilstm MARGIN Single INIT20% SAMPLING 1 ACQ_PERIOD 20 AL Retrain - valid_auroc(epoch)__MAX","Nov 29 15:24 Bilstm RANDOM Single INIT20% SAMPLING 1 ACQ_PERIOD 20 AL Retrain - valid_auroc(epoch)","Nov 29 15:24 Bilstm RANDOM Single INIT20% SAMPLING 1 ACQ_PERIOD 20 AL Retrain - valid_auroc(epoch)__MIN","Nov 29 15:24 Bilstm RANDOM Single INIT20% SAMPLING 1 ACQ_PERIOD 20 AL Retrain - valid_auroc(epoch)__MAX","Nov 29 14:55 Bilstm LC Single INIT20% SAMPLING 1 ACQ_PERIOD 20 AL Retrain - valid_auroc(epoch)","Nov 29 14:55 Bilstm LC Single INIT20% SAMPLING 1 ACQ_PERIOD 20 AL Retrain - valid_auroc(epoch)__MIN","Nov 29 14:55 Bilstm LC Single INIT20% SAMPLING 1 ACQ_PERIOD 20 AL Retrain - valid_auroc(epoch)__MAX"
"0","0.5575669709023728","0.5575669709023728","0.5575669709023728","0.5575669709023728","0.5575669709023728","0.5575669709023728","0.5575669709023728","0.5575669709023728","0.5575669709023728"
"1","0.6080948018895214","0.6080948018895214","0.6080948018895214","0.6080948018895214","0.6080948018895214","0.6080948018895214","0.6080948018895214","0.6080948018895214","0.6080948018895214"
"2","0.7386831948333268","0.7386831948333268","0.7386831948333268","0.7386831948333268","0.7386831948333268","0.7386831948333268","0.7386831948333268","0.7386831948333268","0.7386831948333268"
"3","0.7937368859284314","0.7937368859284314","0.7937368859284314","0.7937368859284314","0.7937368859284314","0.7937368859284314","0.7937368859284314","0.7937368859284314","0.7937368859284314"
"4","0.8115213103207196","0.8115213103207196","0.8115213103207196","0.8115213103207196","0.8115213103207196","0.8115213103207196","0.8115213103207196","0.8115213103207196","0.8115213103207196"
"5","0.8329651840583834","0.8329651840583834","0.8329651840583834","0.8329651840583834","0.8329651840583834","0.8329651840583834","0.8329651840583834","0.8329651840583834","0.8329651840583834"
"6","0.8469609831786946","0.8469609831786946","0.8469609831786946","0.8469609831786946","0.8469609831786946","0.8469609831786946","0.8469609831786946","0.8469609831786946","0.8469609831786946"
"7","0.850247924159976","0.850247924159976","0.850247924159976","0.850247924159976","0.850247924159976","0.850247924159976","0.850247924159976","0.850247924159976","0.850247924159976"
"8","0.8533720320062904","0.8533720320062904","0.8533720320062904","0.8533720320062904","0.8533720320062904","0.8533720320062904","0.8533720320062904","0.8533720320062904","0.8533720320062904"
"9","0.842325430757583","0.842325430757583","0.842325430757583","0.842325430757583","0.842325430757583","0.842325430757583","0.842325430757583","0.842325430757583","0.842325430757583"
"10","0.8470833767830745","0.8470833767830745","0.8470833767830745","0.8470833767830745","0.8470833767830745","0.8470833767830745","0.8470833767830745","0.8470833767830745","0.8470833767830745"
"11","0.834467367929529","0.834467367929529","0.834467367929529","0.834467367929529","0.834467367929529","0.834467367929529","0.834467367929529","0.834467367929529","0.834467367929529"
"12","0.8492560392447506","0.8492560392447506","0.8492560392447506","0.8492560392447506","0.8492560392447506","0.8492560392447506","0.8492560392447506","0.8492560392447506","0.8492560392447506"
"13","0.8487882629786712","0.8487882629786712","0.8487882629786712","0.8487882629786712","0.8487882629786712","0.8487882629786712","0.8487882629786712","0.8487882629786712","0.8487882629786712"
"14","0.8510680416815922","0.8510680416815922","0.8510680416815922","0.8510680416815922","0.8510680416815922","0.8510680416815922","0.8510680416815922","0.8510680416815922","0.8510680416815922"
"15","0.8510697012544232","0.8510697012544232","0.8510697012544232","0.8510697012544232","0.8510697012544232","0.8510697012544232","0.8510697012544232","0.8510697012544232","0.8510697012544232"
"16","0.8577158048948351","0.8577158048948351","0.8577158048948351","0.8577158048948351","0.8577158048948351","0.8577158048948351","0.8577158048948351","0.8577158048948351","0.8577158048948351"
"17","0.8501350124242034","0.8501350124242034","0.8501350124242034","0.8501350124242034","0.8501350124242034","0.8501350124242034","0.8501350124242034","0.8501350124242034","0.8501350124242034"
"18","0.8518741502318635","0.8518741502318635","0.8518741502318635","0.8518741502318635","0.8518741502318635","0.8518741502318635","0.8518741502318635","0.8518741502318635","0.8518741502318635"
"19","0.8528556167526117","0.8528556167526117","0.8528556167526117","0.8528556167526117","0.8528556167526117","0.8528556167526117","0.8528556167526117","0.8528556167526117","0.8528556167526117"
"20","0.5237714088093263","0.5237714088093263","0.5237714088093263","0.5707414847427364","0.5707414847427364","0.5707414847427364","0.551134247676179","0.551134247676179","0.551134247676179"
"21","0.5448671998556581","0.5448671998556581","0.5448671998556581","0.6595754107019532","0.6595754107019532","0.6595754107019532","0.6022539238966657","0.6022539238966657","0.6022539238966657"
"22","0.5863610010086273","0.5863610010086273","0.5863610010086273","0.7653612979742288","0.7653612979742288","0.7653612979742288","0.744748403225249","0.744748403225249","0.744748403225249"
"23","0.6317093935607326","0.6317093935607326","0.6317093935607326","0.814279458596391","0.814279458596391","0.814279458596391","0.7973212569295876","0.7973212569295876","0.7973212569295876"
"24","0.6730973566442192","0.6730973566442192","0.6730973566442192","0.8367355984991715","0.8367355984991715","0.8367355984991715","0.8331317905554029","0.8331317905554029","0.8331317905554029"
"25","0.7160039866483355","0.7160039866483355","0.7160039866483355","0.8524917805524425","0.8524917805524425","0.8524917805524425","0.8436608312312369","0.8436608312312369","0.8436608312312369"
"26","0.7427249480926356","0.7427249480926356","0.7427249480926356","0.8567158843716461","0.8567158843716461","0.8567158843716461","0.8510365017472302","0.8510365017472302","0.8510365017472302"
"27","0.7995213901568164","0.7995213901568164","0.7995213901568164","0.8615847755718803","0.8615847755718803","0.8615847755718803","0.849370833218776","0.849370833218776","0.849370833218776"
"28","0.8092798241052562","0.8092798241052562","0.8092798241052562","0.8607304766146034","0.8607304766146034","0.8607304766146034","0.8559983449332242","0.8559983449332242","0.8559983449332242"
"29","0.8320776141599966","0.8320776141599966","0.8320776141599966","0.8623162794796236","0.8623162794796236","0.8623162794796236","0.8497632427178616","0.8497632427178616","0.8497632427178616"
"30","0.839993350278544","0.839993350278544","0.839993350278544","0.8650485438436964","0.8650485438436964","0.8650485438436964","0.8592117424521105","0.8592117424521105","0.8592117424521105"
"31","0.837783902482326","0.837783902482326","0.837783902482326","0.8659867044265405","0.8659867044265405","0.8659867044265405","0.8550486626214173","0.8550486626214173","0.8550486626214173"
"32","0.8066299638436382","0.8066299638436382","0.8066299638436382","0.8560484179263028","0.8560484179263028","0.8560484179263028","0.8502444189326005","0.8502444189326005","0.8502444189326005"
"33","0.8472886304867048","0.8472886304867048","0.8472886304867048","0.862419878033363","0.862419878033363","0.862419878033363","0.855745011097071","0.855745011097071","0.855745011097071"
"34","0.854944046090199","0.854944046090199","0.854944046090199","0.8530978795314016","0.8530978795314016","0.8530978795314016","0.8606327774142861","0.8606327774142861","0.8606327774142861"
"35","0.8483491818100583","0.8483491818100583","0.8483491818100583","0.8510576746104382","0.8510576746104382","0.8510576746104382","0.8537086118190901","0.8537086118190901","0.8537086118190901"
"36","0.8463003659908924","0.8463003659908924","0.8463003659908924","0.8508908116418153","0.8508908116418153","0.8508908116418153","0.8581634129760566","0.8581634129760566","0.8581634129760566"
"37","0.8488829071521629","0.8488829071521629","0.8488829071521629","0.8485674464097164","0.8485674464097164","0.8485674464097164","0.8495466025082293","0.8495466025082293","0.8495466025082293"
"38","0.8452337302379558","0.8452337302379558","0.8452337302379558","0.8610662224384038","0.8610662224384038","0.8610662224384038","0.8479037310269208","0.8479037310269208","0.8479037310269208"
"39","0.8524242433072136","0.8524242433072136","0.8524242433072136","0.855870564217342","0.855870564217342","0.855870564217342","0.8567281557074445","0.8567281557074445","0.8567281557074445"
"40","0.537874667452226","0.537874667452226","0.537874667452226","0.5897842285049222","0.5897842285049222","0.5897842285049222","0.589160309227871","0.589160309227871","0.589160309227871"
"41","0.6012451740232211","0.6012451740232211","0.6012451740232211","0.7076786619381012","0.7076786619381012","0.7076786619381012","0.6825091691624937","0.6825091691624937","0.6825091691624937"
"42","0.6055730356124999","0.6055730356124999","0.6055730356124999","0.7860178121979394","0.7860178121979394","0.7860178121979394","0.7627701767594469","0.7627701767594469","0.7627701767594469"
"43","0.6438932249223827","0.6438932249223827","0.6438932249223827","0.8224497533158662","0.8224497533158662","0.8224497533158662","0.8161514106376972","0.8161514106376972","0.8161514106376972"
"44","0.643313185682403","0.643313185682403","0.643313185682403","0.8469917370306593","0.8469917370306593","0.8469917370306593","0.8464989370995083","0.8464989370995083","0.8464989370995083"
"45","0.6764640719160568","0.6764640719160568","0.6764640719160568","0.8582872410981914","0.8582872410981914","0.8582872410981914","0.8649169875598725","0.8649169875598725","0.8649169875598725"
"46","0.7167971741027414","0.7167971741027414","0.7167971741027414","0.864657586605757","0.864657586605757","0.864657586605757","0.8752452711527204","0.8752452711527204","0.8752452711527204"
"47","0.7513297961079256","0.7513297961079256","0.7513297961079256","0.8672839975032183","0.8672839975032183","0.8672839975032183","0.8724946787997262","0.8724946787997262","0.8724946787997262"
"48","0.7880496397863096","0.7880496397863096","0.7880496397863096","0.8636050006728442","0.8636050006728442","0.8636050006728442","0.8744466831028945","0.8744466831028945","0.8744466831028945"
"49","0.8119602617291215","0.8119602617291215","0.8119602617291215","0.8742065841553605","0.8742065841553605","0.8742065841553605","0.8777402498221814","0.8777402498221814","0.8777402498221814"
"50","0.8424917498380257","0.8424917498380257","0.8424917498380257","0.869400325551867","0.869400325551867","0.869400325551867","0.8786080729477571","0.8786080729477571","0.8786080729477571"
"51","0.8439292836357174","0.8439292836357174","0.8439292836357174","0.8673678521728778","0.8673678521728778","0.8673678521728778","0.8705118683471017","0.8705118683471017","0.8705118683471017"
"52","0.8518404092914587","0.8518404092914587","0.8518404092914587","0.878264971421642","0.878264971421642","0.878264971421642","0.8761019520353138","0.8761019520353138","0.8761019520353138"
"53","0.8541979972399902","0.8541979972399902","0.8541979972399902","0.876509040848263","0.876509040848263","0.876509040848263","0.8712738352130859","0.8712738352130859","0.8712738352130859"
"54","0.8588503882775007","0.8588503882775007","0.8588503882775007","0.869944471488291","0.869944471488291","0.869944471488291","0.8795151856521964","0.8795151856521964","0.8795151856521964"
"55","0.8544996427569457","0.8544996427569457","0.8544996427569457","0.876214073974429","0.876214073974429","0.876214073974429","0.8790791588063964","0.8790791588063964","0.8790791588063964"
"56","0.857678208760127","0.857678208760127","0.857678208760127","0.8731075905493775","0.8731075905493775","0.8731075905493775","0.8743331983422123","0.8743331983422123","0.8743331983422123"
"57","0.8591012785683373","0.8591012785683373","0.8591012785683373","0.8710357665398071","0.8710357665398071","0.8710357665398071","0.8714793475620124","0.8714793475620124","0.8714793475620124"
"58","0.8542177625850175","0.8542177625850175","0.8542177625850175","0.8677783685120456","0.8677783685120456","0.8677783685120456","0.8698941085124091","0.8698941085124091","0.8698941085124091"
"59","0.852779351412268","0.852779351412268","0.852779351412268","0.8667735496959188","0.8667735496959188","0.8667735496959188","0.8797201323207479","0.8797201323207479","0.8797201323207479"
"60","0.5390193054350748","0.5390193054350748","0.5390193054350748","0.5968750800892303","0.5968750800892303","0.5968750800892303","0.580469968991928","0.580469968991928","0.580469968991928"
"61","0.5766035733570644","0.5766035733570644","0.5766035733570644","0.723826638916504","0.723826638916504","0.723826638916504","0.6811268359621652","0.6811268359621652","0.6811268359621652"
"62","0.5986811856495972","0.5986811856495972","0.5986811856495972","0.810149106465842","0.810149106465842","0.810149106465842","0.7821068558400421","0.7821068558400421","0.7821068558400421"
"63","0.6431102752000136","0.6431102752000136","0.6431102752000136","0.8446739000523693","0.8446739000523693","0.8446739000523693","0.8376736411045066","0.8376736411045066","0.8376736411045066"
"64","0.6563262154966776","0.6563262154966776","0.6563262154966776","0.8610034676515167","0.8610034676515167","0.8610034676515167","0.8616026569615939","0.8616026569615939","0.8616026569615939"
"65","0.6815254802154729","0.6815254802154729","0.6815254802154729","0.872790023932824","0.872790023932824","0.872790023932824","0.8725981943813651","0.8725981943813651","0.8725981943813651"
"66","0.7238407544076408","0.7238407544076408","0.7238407544076408","0.8748900361070523","0.8748900361070523","0.8748900361070523","0.8793089760536787","0.8793089760536787","0.8793089760536787"
"67","0.7575521379369882","0.7575521379369882","0.7575521379369882","0.876155829741727","0.876155829741727","0.876155829741727","0.8811611863662372","0.8811611863662372","0.8811611863662372"
"68","0.7924267396654646","0.7924267396654646","0.7924267396654646","0.8731183921177941","0.8731183921177941","0.8731183921177941","0.8774922917533","0.8774922917533","0.8774922917533"
"69","0.819506984240709","0.819506984240709","0.819506984240709","0.8743831339224267","0.8743831339224267","0.8743831339224267","0.8774333339081695","0.8774333339081695","0.8774333339081695"
"70","0.8277539737407368","0.8277539737407368","0.8277539737407368","0.8729395897604353","0.8729395897604353","0.8729395897604353","0.8807078448525106","0.8807078448525106","0.8807078448525106"
"71","0.8458810119934657","0.8458810119934657","0.8458810119934657","0.8731731787330181","0.8731731787330181","0.8731731787330181","0.8807391042001299","0.8807391042001299","0.8807391042001299"
"72","0.8550265281950119","0.8550265281950119","0.8550265281950119","0.8646163988547125","0.8646163988547125","0.8646163988547125","0.8815966079693743","0.8815966079693743","0.8815966079693743"
"73","0.8580634289998296","0.8580634289998296","0.8580634289998296","0.8673171125389989","0.8673171125389989","0.8673171125389989","0.8769429212717771","0.8769429212717771","0.8769429212717771"
"74","0.8588869636820516","0.8588869636820516","0.8588869636820516","0.8623124251151882","0.8623124251151882","0.8623124251151882","0.8746530744422453","0.8746530744422453","0.8746530744422453"
"75","0.8503624439783154","0.8503624439783154","0.8503624439783154","0.8621917722043428","0.8621917722043428","0.8621917722043428","0.8728650316763952","0.8728650316763952","0.8728650316763952"
"76","0.8527816367241664","0.8527816367241664","0.8527816367241664","0.8621951823979449","0.8621951823979449","0.8621951823979449","0.8766623495697569","0.8766623495697569","0.8766623495697569"
"77","0.854641385228425","0.854641385228425","0.854641385228425","0.873010502952725","0.873010502952725","0.873010502952725","0.8770958821447982","0.8770958821447982","0.8770958821447982"
"78","0.853781456289889","0.853781456289889","0.853781456289889","0.8700476670330746","0.8700476670330746","0.8700476670330746","0.8774349869091997","0.8774349869091997","0.8774349869091997"
"79","0.8511476519843623","0.8511476519843623","0.8511476519843623","0.8666505983280101","0.8666505983280101","0.8666505983280101","0.8673554197813403","0.8673554197813403","0.8673554197813403"
"80","0.5378625149492849","0.5378625149492849","0.5378625149492849","0.5884928601057232","0.5884928601057232","0.5884928601057232","0.5994084475962924","0.5994084475962924","0.5994084475962924"
"81","0.5952230137268631","0.5952230137268631","0.5952230137268631","0.7337906338853268","0.7337906338853268","0.7337906338853268","0.7068986226686235","0.7068986226686235","0.7068986226686235"
"82","0.6294571612979422","0.6294571612979422","0.6294571612979422","0.8010444114651465","0.8010444114651465","0.8010444114651465","0.8151276690892293","0.8151276690892293","0.8151276690892293"
"83","0.6573965983460885","0.6573965983460885","0.6573965983460885","0.8535391149090801","0.8535391149090801","0.8535391149090801","0.8644337150385225","0.8644337150385225","0.8644337150385225"
"84","0.6908767787338824","0.6908767787338824","0.6908767787338824","0.8727285598139356","0.8727285598139356","0.8727285598139356","0.8803608140343098","0.8803608140343098","0.8803608140343098"
"85","0.7522503051740456","0.7522503051740456","0.7522503051740456","0.8743415116061007","0.8743415116061007","0.8743415116061007","0.8793268811592275","0.8793268811592275","0.8793268811592275"
"86","0.7957437382372587","0.7957437382372587","0.7957437382372587","0.8793412011854479","0.8793412011854479","0.8793412011854479","0.8895665270275387","0.8895665270275387","0.8895665270275387"
"87","0.8233056401118203","0.8233056401118203","0.8233056401118203","0.8800300911285115","0.8800300911285115","0.8800300911285115","0.8844932328663914","0.8844932328663914","0.8844932328663914"
"88","0.8494288342868331","0.8494288342868331","0.8494288342868331","0.8761858047168615","0.8761858047168615","0.8761858047168615","0.8872192810107363","0.8872192810107363","0.8872192810107363"
"89","0.8555325071457656","0.8555325071457656","0.8555325071457656","0.8857857516175316","0.8857857516175316","0.8857857516175316","0.8866812757788106","0.8866812757788106","0.8866812757788106"
"90","0.8525418948282776","0.8525418948282776","0.8525418948282776","0.8866779945281583","0.8866779945281583","0.8866779945281583","0.8877399642230328","0.8877399642230328","0.8877399642230328"
"91","0.8558446424482381","0.8558446424482381","0.8558446424482381","0.8819135832712311","0.8819135832712311","0.8819135832712311","0.8894829713775724","0.8894829713775724","0.8894829713775724"
"92","0.8668208413816837","0.8668208413816837","0.8668208413816837","0.885359591266773","0.885359591266773","0.885359591266773","0.8849450212295601","0.8849450212295601","0.8849450212295601"
"93","0.8606515570377921","0.8606515570377921","0.8606515570377921","0.8795435338876795","0.8795435338876795","0.8795435338876795","0.879205067778889","0.879205067778889","0.879205067778889"
"94","0.8580293950547054","0.8580293950547054","0.8580293950547054","0.8754524734083833","0.8754524734083833","0.8754524734083833","0.8874399124963737","0.8874399124963737","0.8874399124963737"
"95","0.8577696955170119","0.8577696955170119","0.8577696955170119","0.8679053658685176","0.8679053658685176","0.8679053658685176","0.8845503263292763","0.8845503263292763","0.8845503263292763"
"96","0.8602985273407496","0.8602985273407496","0.8602985273407496","0.8729321627517567","0.8729321627517567","0.8729321627517567","0.8887209651937993","0.8887209651937993","0.8887209651937993"
"97","0.8632886629367412","0.8632886629367412","0.8632886629367412","0.8702389596485162","0.8702389596485162","0.8702389596485162","0.8865508211376598","0.8865508211376598","0.8865508211376598"
"98","0.8563977039829136","0.8563977039829136","0.8563977039829136","0.8730526455019721","0.8730526455019721","0.8730526455019721","0.8835930028175438","0.8835930028175438","0.8835930028175438"
"99","0.8573399211444358","0.8573399211444358","0.8573399211444358","0.8747453798142767","0.8747453798142767","0.8747453798142767","0.8852922914546099","0.8852922914546099","0.8852922914546099"